inst-10-6-5-0.txt, 94466.038000, 78.556063, 0, 89619.839271
inst-10-6-5-1.txt, 94586.443745, 111.315531, 0, 89934.035809
inst-10-6-5-2.txt, -, -, -, -
inst-10-6-5-3.txt, 110493.463879, 175.851137, 0, 92063.032302
inst-10-6-5-4.txt, 101045.842603, 111.939736, 0, 92908.994000
inst-10-6-10-0.txt, 93150.639000, 75.366770, 0, 91499.479000
inst-10-6-10-1.txt, 98116.367924, 278.043424, 0, 90173.959930
inst-10-6-10-2.txt, 95190.965033, 368.125601, 0, 90934.949000
inst-10-6-10-3.txt, 95186.163000, 121.706505, 0, 92229.378939
inst-10-6-10-4.txt, 95502.142844, 192.919033, 0, 90988.368986
inst-10-12-5-0.txt, -, -, -, -
